image_url,poem
https://farm2.staticflickr.com/1149/1356514912_22c3d98487.jpg,"making love to you
desire is thick and heavy
my skin drinks in your touch
to quench the longing
...a sacred quest for
tantric fulfillment
i lay my head
on a pillow of clouds
as your fingertips explore my body
like nomads"
https://farm1.staticflickr.com/84/257283016_b1e4387766.jpg,"there's music in the sea
there's music in my heart
to walk to laugh to be
the joy of being part"
https://farm1.staticflickr.com/52/173161855_f9a65c4ca3.jpg,"it is the month of june
the month of leaves and roses
when pleasant sights salute the eyes
and pleasant scents the noses"
https://farm4.staticflickr.com/3010/2985289848_cc90bf8950.jpg,"i know my friend is going
though she still sits there
across from me in the restaurant
and leans over the table to dip
her bread in the oil on my plate i know
how thick her hair used to be
and what it takes for her to discard
her man's cap partway through our meal
to look straight at the young waiter
and smile when he asks"
https://farm8.staticflickr.com/7517/15940777638_c25ee615ec.jpg,"there's a certain slant of light
on winter afternoons
that oppresses like the weight
of cathedral tunes
heavenly hurt it gives us
we can find no scar
but internal difference
where the meanings are
none may teach it anything
'tis the seal despair"
https://farm3.staticflickr.com/2674/3782357926_d9331806b6.jpg,"i saw
you waiting by the lake
a faint shimmer of light
drawing me towards your side
i felt
your spirit reaching out to me
a brushing away all thoughts
of regret now that you are here
i know
you loved me from the start"
https://farm3.staticflickr.com/2405/2118765764_77d070c84f.jpg,"well i was born in a small town
and i live in a small town
probly die in a small town
oh those small communities
all my friends are so small town
my parents live in the same small town
my job is so small town
provides little opportunity
educated in a small town
taught the fear of jesus in a small town"
https://farm3.staticflickr.com/2677/4534439726_b9b0a649f4.jpg,"o fretted heart tossd to and fro
so fain to flee so fain to rest
all glories that are high or low
east or west
grow dim to thee who art so fain to go"
https://thepoetryofphotography.files.wordpress.com/2012/08/061012.jpg,"radiating lights
a lineup of containers
holding who knows what"
https://farm2.staticflickr.com/1191/538692282_fc701c2981.jpg,"i need to laugh and when the sun is out
i've got something i can laugh about
i feel good in a special way
i'm in love and it's a sunny day
good day sunshine good day sunshine good day sunshine
we take a walk the sun is shining down
burns my feet as they touch the ground
good day sunshine good day sunshine good day sunshine
then we'd lie beneath the shady tree
i love her and she's loving me"
https://farm2.staticflickr.com/1359/1257761022_7f61cacbcb.jpg,"i am a rock
i am an island
and a rock feels no pain
and an island never cries"
https://farm4.staticflickr.com/3322/3239885968_6afd8c09c2.jpg,"geometry of crystal
swirling through the air
clinging to my window pane
angels placed you there"
https://farm1.staticflickr.com/56/178431850_0b1e7f2f1b.jpg,"to feel and speak the astonishing beauty of things earth stone and water
beast man and woman sun moon and stars
the blood-shot beauty of human nature its thoughts frenzies and passions
and unhuman nature its towering reality
for man's half dream man you might say is nature dreaming but rock
and water and sky are constant to feel
greatly and understand greatly and express greatly the natural
beauty is the sole business of poetry
the rest's diversion: those holy or noble sentiments the intricate ideas
the love lust longing: reasons but not the reason"
https://farm4.staticflickr.com/3126/3150161219_206e565d77.jpg,"and from that time on i bathed in the poem
of the sea star-infused and churned into milk
devouring the green azures where entranced in pallid flotsam
a dreaming drowned man sometimes goes down
where suddenly dyeing the bluenesses deliriums
and slow rhythms under the gleams of the daylight
stronger than alcohol vaster than music
ferment the bitter redness of love
i have come to know the skies splitting with lightnings and the waterspouts
and the breakers and currents i know the evening"
https://farm4.staticflickr.com/3163/2743354015_bbf5872a50.jpg,"how beautiful is the rain
after the dust and heat
in the broad and fiery street
in the narrow lane
how beautiful is the rain
how it clatters along the roofs
like the tramp of hoofs
how it gushes and struggles out
from the throat of the overflowing spout
across the window-pane"
https://farm3.staticflickr.com/2686/4288367112_2e756d84d9.jpg,"tree light flowing
sky and air guardian
hello how are you today
may you be filled with loving kindness
be well at ease and happy
a process maker"
https://farm9.staticflickr.com/8453/7980585865_280995fdec.jpg,"id love to think the roach rudd and carp
were descended by blood from fish
who never made it to the abbots kitchen
before he was hung drawn and quartered
on the tor  that they escaped a scaling
and their hatchlings survived in turgid
half-forgotten waters silently hoovering
up detritus with rubbery mouths
surveying centuries from their subaqueous
perspective with unblinking eyes"
https://farm1.staticflickr.com/165/428098835_a6e4ec1a12.jpg,"listen where thou art sitting
under the glassy cool translucent wave
in twisted braids of lilies knitting
the loose train of thy amber-dropping hair
listen for dear honour's sake
goddess of the silver lake
listen and save"
https://connetta.files.wordpress.com/2009/08/tuesday-056.jpg,"it was late in august
a hot summer day
the bright sun was setting
so i walked in the woods
and followed a stream
taking time to make time
for myself just to dream
i came to a old cabin
with a garden and barn
memorys of a yesterday"
https://farm3.staticflickr.com/2197/2253762187_68e50f6da4.jpg,"limestone blue-black in shade
clouded heights
shrouded with rain
distilled from ocean depths
white stone bright in the suns gleam
grey stone grained across the hills
groyned by water layered by time
flowers spring from the living rocks
bedstraw and cranesbill
and soft cream roses in the grykes"
https://farm6.staticflickr.com/5137/5489419102_2a737a31b9.jpg,"that a single
dieing leaf
can engender grief
was this
a winter synchronicity
reminding me
of the moment
of now"
https://farm2.staticflickr.com/1246/641178436_3216871078.jpg,"trees are poems that earth writes upon the sky
we fell them down and turn them into paper
that we may record our emptiness"
https://farm3.staticflickr.com/2705/4173806173_7f6d0761b7.jpg,"all things bright and beautiful
all creatures great and small
all things wise and wonderful
the lord god made them all
each little flower that opens
each little bird that sings
god made their glowing colors
and made their tiny wings
the purple-headed mountains
the river running by"
https://farm2.staticflickr.com/1261/916786087_3b2a73e801.jpg,"then i wake up in your room
share one piece of your life
when tomorrow comes
we may not be here at all
without your whispers and moans
here you come to carry me home"
https://farm4.staticflickr.com/3001/3042110871_39de555669.jpg,"his name is ravnit
he weaves rugs for a living
his father wove rugs and his fathers father too
this is his family trade
not the rug weaving
but the hands that bring food"
https://farm1.staticflickr.com/70/165412480_70fc926d3d.jpg,"dreams ive had
color
splashed
with
movement
always riding oceans
of people
willowy texture when i see
them at night
drifting in streamers"
https://farm1.staticflickr.com/82/255870665_e441b78f5e.jpg,"i cried
once
its bad i know
but its the way i reach out to bereavement
my eyes
looking
pretty sad  i know
but they are my mean to deliver a statement
who knows
may be"
https://farm4.staticflickr.com/3137/2628737166_4a6ae7f3d2.jpg,"have a look
a new dimension
of perception
is waiting for
you
have a look
inside"
https://farm3.staticflickr.com/2305/2268476058_3d6fd7728a.jpg,"well i dreamed i saw the knights
in armor coming
saying something about a queen
there were peasants singing and
drummers drumming
and the archer split the tree
there was a fanfare blowing
to the sun
that was floating on the breeze
look at mother nature on the run"
https://farm1.staticflickr.com/101/303554149_a5f912e6de.jpg,"slowly the night blooms unfurling
flowers of darkness covering
the trellised sky becoming
a bouquet of blackness"
https://farm3.staticflickr.com/2341/2348535122_e8ed4f5cbf.jpg,"the wind in the wires made a tattle-tale sound
and a wave broke over the railing
and every man knew as the captain did too
it was the witch of november come stealing"
https://farm5.staticflickr.com/4154/4951080146_a689c4f3b4.jpg,"the trees that whisper in the evening
carried away by a moonlight shadow
4 a m in the morning
carried away by a moonlight shadow
i watched your vision forming
carried away by a moonlight shadow
star was light in a silvery night
far away on the other side
will you come to talk to me this night"
https://farm5.staticflickr.com/4079/4752737090_3cb5c5a8b9.jpg,"destroy your hopes
destroy your dreams
destroy the shine in your eyes
destroy the gleam
run away from who you dont want
to be
run away from everything you dont
want to see
cut your heart in half
rip your soul in two"
https://farm7.staticflickr.com/6047/6287103128_7cc38cf25d.jpg,"under the wood a group of does
stand in ballet dancing pose
heads held high  ears so pricked
nostrils flared to smell all threats
freezing and gazing at danger
in  silence  i am a stranger
watching the beauty of these deer
branches rustle inducing fear
lifting legs high dance away
flashing each white topped tail"
https://farm3.staticflickr.com/2583/4042880900_fb4301c0e4.jpg,"those who walk in the shade of love
must have paradise under their feet
keep walking in the shade of love
the companion who walks along
like fragrance
and whispers in a mellifluous tongue
is my dusk is my night
the centre of my evolution
my beloved my refuge in love
keep walking in the shade of love"
https://farm4.staticflickr.com/3270/3044343902_b34a385dd2.jpg,"fall friend
windy day
red leaves
blown away
lovely lady"
https://farm1.staticflickr.com/100/366905765_64684083c2.jpg,"my soul's shadow
flees through a sunset of alphabets
mist of books
and words"
https://farm1.staticflickr.com/160/356561454_25f2d26dfa.jpg,"let the rain kiss you
let the rain beat upon your head with silver liquid drops
let the rain sing you a lullaby
the rain makes still pools on the sidewalk
the rain makes running pools in the gutter
the rain plays a little sleep song on our roof at night
and i love the rain"
https://farm4.staticflickr.com/3351/3517997815_96c0d20a97.jpg,"cherry blossoms cherry blossoms
blanketing the countryside
as far as you can see
is it a mist or clouds
fragrant in the morning sun
cherry blossoms cherry blossoms
flowers in full bloom
cherry blossoms cherry blossoms
across the spring sky
as far as you can see"
https://farm2.staticflickr.com/1010/1406162585_507e871740.jpg,"with flowers of soul
the brightest wit can find us
we'll take a flight
towards heaven to-night
and leave dull earth behind us
should love amid
the wreaths be hid
that joy the enchanter brings us
no danger fear
while wine is near"
https://farm4.staticflickr.com/3306/3201422386_ca3c79635f.jpg,"oh to live burning and not to feel the pain
to be a rock that rolls and wears no moss
to be the rust that never sleeps the main
role in a cage in tales of love and loss
this all i learnt when i was young and still
i believe in it all hoping to grow
to be the hero: legend that would fill
the centuries to come in golden flow
ive never grown up story of my life
i am the eternal teen who looks so jaded"
https://farm4.staticflickr.com/3277/2509678404_bab5dbbb82.jpg,"my love is running deeper than the night
stronger than the north wind blowing
fire burning bright
and it keeps on growing
keeps on growing"
https://farm1.staticflickr.com/70/198268102_3db1591c55.jpg,"some say love it is a river
that drowns the tender reed
some say love it is a razor
that leaves your soul to bleed
some say love it is a hunger
an endless aching need
i say love it is a flower
and you it's only seed
it's the heart afraid of breaking
that never learns to dance"
